"SpeciesID"	"Plot"	"Pheno.Event"	"MinDOY"	"MeanDOY"	"MaxDOY"
"281"	"Scathophagidae"	"Art2"	"Onset"	155.644910830192	155.644910830192	155.644910830192
"282"	"Scathophagidae"	"Art2"	"Peak"	163.135560246516	163.135560246516	163.135560246516
"283"	"Scelionidae"	"Art3"	"End"	232.902978475504	232.902978475504	232.902978475504
"284"	"Scelionidae"	"Art3"	"Onset"	213.617798293328	213.617798293328	213.617798293328
"285"	"Scelionidae"	"Art3"	"Peak"	223.087163822377	223.087163822377	223.087163822377
"286"	"Scelionidae"	"Art4"	"End"	232.963201720566	232.963201720566	232.963201720566
"287"	"Scelionidae"	"Art4"	"Onset"	212.919631985062	212.919631985062	212.919631985062
"288"	"Scelionidae"	"Art4"	"Peak"	222.839776160371	222.839776160371	222.839776160371
"289"	"Scelionidae"	"Art7"	"End"	221.139457388857	221.139457388857	221.139457388857
"290"	"Scelionidae"	"Art7"	"Onset"	205.975003642089	205.975003642089	205.975003642089
"291"	"Scelionidae"	"Art7"	"Peak"	210.761369993579	210.761369993579	210.761369993579
"292"	"Thomisidae"	"Art5"	"End"	212.538088165029	223.964550288761	231.988817352947
"293"	"Thomisidae"	"Art5"	"Onset"	160.243622805658	168.387982477413	177.130199899906
"294"	"Thomisidae"	"Art5"	"Peak"	186.301559176023	195.340844647962	203.919914416984
"295"	"Thomisidae"	"Art7"	"End"	215.411106384437	221.335006243287	231.30119725357
"296"	"Thomisidae"	"Art7"	"Onset"	159.702574647552	163.592806661251	169.832196454492
"297"	"Thomisidae"	"Art7"	"Peak"	184.077466046385	190.668235457167	201.340726646956
"298"	"Thysanoptera"	"Art1"	"End"	229.127922665307	229.127922665307	229.127922665307
"299"	"Thysanoptera"	"Art1"	"Onset"	166.735087522659	166.735087522659	166.735087522659
"300"	"Thysanoptera"	"Art1"	"Peak"	199.786073465086	199.786073465086	199.786073465086
"301"	"Thysanoptera"	"Art5"	"End"	225.701702363039	225.701702363039	225.701702363039
"302"	"Thysanoptera"	"Art5"	"Onset"	202.461106599529	202.461106599529	202.461106599529
"303"	"Thysanoptera"	"Art5"	"Peak"	217.574106070782	217.574106070782	217.574106070782
